Dist,Q1,Q2,Q3,Q4,Q5A,Q6,Q7,Q8,Q9,Q10,Q11,totalCriteria,totalPop2011,adolescentPop,youthPopn,SCPropRURAL,SCPropURBAN,SCPropTOTAL,STPropRURAL,STPropURBAN,STPropTOTAL,GDDP_curr,NDDP_curr,GDDP_const,NDDP_const,pcNDDP,avg_MPCE_RURAL,foodShareExpenseRURAL,avg_MPCE_URBAN,foodShareExpenseURBAN,rationYBPL,rationYAAY,rationSAPL,rationAnna,rationWhite,totRC,avg_pccRURAL,iopRURAL,LzRatioRURAL,avg_pccURBAN,iopURBAN,LzRatioURBAN,TotRdLength,APPTWAMainW,APPTWAMarginalW,youthPopAsWorker,youthPopAsMWorker,HDI_2001,HDI_2011,HDIRS_2001,HDIRS_2011,IMR_2010,pcHealthExpenseRURAL,pcHealthExpenseRURALURBAN,popPerSubCentre,popPerPHC,popPerRH,popPerGovBed,sex_ratio_dist,POAGHF,POAPHF,POACBS,anyANC,fullNatalCare,pWomenHospDeliveries,homeDeliveries,homeDeliveries_assist,percSafeDeliveries,childSexRatio,avgHHperNH,avgHHperHH,litRateM,litRateF,litRateT,litRateSC,litRateSC.1,APL,youthPopLit,SHSAP,secondarySec,ROSWUPSTSS,numSchoolsTot,numGovSchools,numPrivASchools,numPrivNASchools,percHH_Has_TapWtr,unemploymentRT,percPassSSC,EngMedium,SchoolInfrastructure,numRoom,haveComputer,haveInternet,haveELearning,haveToilets,haveToiletsF,playground,sports,extraCurrLevel,localTrust,ruleFollow,remark,prcplGender,prcplAge,prcplMaritalStatus,prcplIfChild,prcplSpouseEdu,prcplSpouseWork,prcplSpouseOccu,prcplEdu,prcplScheme,prcplEduYear,prcplSchemeOther,prcplWorkYear,prcplWorkYearOther,prcplInternetSavy,prcplSmartPhone,prcplUsedTobacco,prcplUsingTobacco,prcplUsingQuan,prcplchoolAward,numGuestLec,tbccoUseProb,tbccoFreeGood,staffNotDemandTF,staffNotForceStopTbcco,isTrusteesActive,BlockStaffCom,BlockStaffHelpTF,staffReceivdTrainTF,schoolLeadsExCuPr,isChangeDifficult,isChangeEasy,teachDiscChallenges,canDiscChangeTeach,mstTeachNotInterest,mstTeachPrivateLessons,mstTeachGoodAcademics,mstTeachGoodExCurr,mstTeachSelfDevelopment,mstTeachParticipateExCurr,teachNeedReminders,mstParentsSchoolEvents,parentsTbccoBigThreat,mstParentsReqTF,teachNumTraining,teachAwardsGov,isPTA,parentEduLevl,numBlank ,tobaccoFree
14.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,7.0,3004.0,18.0,18.1,10.2,13.3,10.8,0.9,1.3,1.0,32799.0,29853.0,19110.0,17295.0,93518.0,637.7,54.4,1566.2,36.7,124152.0,34833.0,498211.0,1680.0,52291.0,711167.0,637.7,9.0,33.3,1566.2,23.4,54.6,10947.0,3.1,1.3,10.3,2.7,0.7,0.7,3.0,0.0,26.0,149.0,187.0,6804.0,38334.0,151206.0,2463.4,988.0,27.4,74.6,1.3,98.8,55.5,87.4,12.3,3.5,90.9,895.0,4.6,3.7,89.4,76.3,82.9,79.5,73.0,96.1,95.3,1550.0,704.0,2.2,697.0,19.0,527.0,151.0,73.4,709220.0,95.2,2.0,0.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,4.0,0.0,1.0,2.0,2.0,54.0,3.0,2.0,7.0,1.0,10.0,4.0,1.0,12.0,2.0,33.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,4.0,1.0,4.0,3.0,1.0,2.0,5.0,1.0,1.0,6.0,22.0,0.0
13.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,2822.0,18.3,18.2,12.0,14.0,12.5,0.6,0.8,0.6,34117.0,31070.0,20042.0,18153.0,103588.0,583.9,55.7,685.9,53.0,69604.0,35605.0,486125.0,1007.0,73360.0,665701.0,583.9,12.1,33.9,685.9,61.7,34.1,10245.0,3.6,1.2,11.4,2.4,0.7,0.7,3.0,3.0,20.0,131.0,355.0,6963.0,37767.0,148549.0,2176.3,966.0,47.8,55.0,1.4,97.3,49.7,76.1,24.3,2.8,78.9,867.0,4.7,3.6,88.2,74.6,81.5,78.0,76.2,96.1,95.1,1157.0,602.0,1.9,615.0,2.0,528.0,85.0,67.3,706036.0,94.4,2.0,0.0,8.0,2.0,2.0,2.0,1.0,2.0,2.0,0.0,4.0,1.0,0.0,2.0,1.0,48.0,3.0,1.7817796610169492,9.0,1.6152219873150107,17.0,3.0,2.0,1.0,2.0,11.0,1.0,3.0,2.0,2.0,2.0,1.9274924471299093,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0203665987780042,8.0,28.0,0.0
13.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,7.0,2822.0,18.3,18.2,12.0,14.0,12.5,0.6,0.8,0.6,34117.0,31070.0,20042.0,18153.0,103588.0,583.9,55.7,685.9,53.0,69604.0,35605.0,486125.0,1007.0,73360.0,665701.0,583.9,12.1,33.9,685.9,61.7,34.1,10245.0,3.6,1.2,11.4,2.4,0.7,0.7,3.0,3.0,20.0,131.0,355.0,6963.0,37767.0,148549.0,2176.3,966.0,47.8,55.0,1.4,97.3,49.7,76.1,24.3,2.8,78.9,867.0,4.7,3.6,88.2,74.6,81.5,78.0,76.2,96.1,95.1,1157.0,602.0,1.9,615.0,2.0,528.0,85.0,67.3,706036.0,94.4,2.0,1.0,10.0,1.0,1.0,2.0,1.0,1.0,1.0,6.0,4.0,0.0,1.0,2.0,1.0,55.0,3.0,1.7817796610169492,9.0,1.0,17.0,5.0,2.0,1.0,2.0,1.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,4.0,2.0,2.0,1.0,1.0,2.0,2.0,4.0,1.0,2.0,2.0,1.0,7.0,24.0,0.0
13.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,7.0,2822.0,18.3,18.2,12.0,14.0,12.5,0.6,0.8,0.6,34117.0,31070.0,20042.0,18153.0,103588.0,583.9,55.7,685.9,53.0,69604.0,35605.0,486125.0,1007.0,73360.0,665701.0,583.9,12.1,33.9,685.9,61.7,34.1,10245.0,3.6,1.2,11.4,2.4,0.7,0.7,3.0,3.0,20.0,131.0,355.0,6963.0,37767.0,148549.0,2176.3,966.0,47.8,55.0,1.4,97.3,49.7,76.1,24.3,2.8,78.9,867.0,4.7,3.6,88.2,74.6,81.5,78.0,76.2,96.1,95.1,1157.0,602.0,1.9,615.0,2.0,528.0,85.0,67.3,706036.0,94.4,2.0,0.0,7.0,2.0,2.0,2.0,1.0,2.0,2.0,0.0,4.0,1.0,0.0,2.0,1.0,45.0,3.0,1.7817796610169492,9.0,1.6152219873150107,17.0,3.0,2.0,1.0,2.0,10.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,8.0,25.0,0.0
13.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,7.0,2822.0,18.3,18.2,12.0,14.0,12.5,0.6,0.8,0.6,34117.0,31070.0,20042.0,18153.0,103588.0,583.9,55.7,685.9,53.0,69604.0,35605.0,486125.0,1007.0,73360.0,665701.0,583.9,12.1,33.9,685.9,61.7,34.1,10245.0,3.6,1.2,11.4,2.4,0.7,0.7,3.0,3.0,20.0,131.0,355.0,6963.0,37767.0,148549.0,2176.3,966.0,47.8,55.0,1.4,97.3,49.7,76.1,24.3,2.8,78.9,867.0,4.7,3.6,88.2,74.6,81.5,78.0,76.2,96.1,95.1,1157.0,602.0,1.9,615.0,2.0,528.0,85.0,67.3,706036.0,94.4,2.0,0.0,15.0,1.0,1.0,1.0,1.0,1.0,1.1591355599214146,4.0,4.0,0.0,1.0,2.0,1.0,56.0,3.0,2.0,4.0,1.0,17.0,5.0,1.0,2.0,2.0,12.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,7.0,24.0,0.0
13.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,7.0,2822.0,18.3,18.2,12.0,14.0,12.5,0.6,0.8,0.6,34117.0,31070.0,20042.0,18153.0,103588.0,583.9,55.7,685.9,53.0,69604.0,35605.0,486125.0,1007.0,73360.0,665701.0,583.9,12.1,33.9,685.9,61.7,34.1,10245.0,3.6,1.2,11.4,2.4,0.7,0.7,3.0,3.0,20.0,131.0,355.0,6963.0,37767.0,148549.0,2176.3,966.0,47.8,55.0,1.4,97.3,49.7,76.1,24.3,2.8,78.9,867.0,4.7,3.6,88.2,74.6,81.5,78.0,76.2,96.1,95.1,1157.0,602.0,1.9,615.0,2.0,528.0,85.0,67.3,706036.0,94.4,3.0,0.0,5.0,1.0,1.0,1.0,1.0,1.0376237623762377,1.0,12.0,4.0,0.0,1.0,2.0,1.0,44.0,3.0,2.0,1.0,1.0,17.0,0.0,2.0,5.0,5.0,10.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,4.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,10.0,1.0,1.0,7.0,24.0,0.0
7.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,7.0,3876.0,17.9,18.4,13.4,12.1,13.0,0.8,0.6,0.8,54630.0,49525.0,33079.0,29789.0,119783.0,626.7,54.0,873.2,47.2,148371.0,56286.0,641442.0,181.0,93708.0,939988.0,626.7,10.6,36.5,873.2,40.1,38.1,7758.0,2.9,1.1,10.7,2.5,0.7,0.8,3.0,3.0,22.0,153.0,201.0,6722.0,38560.0,138814.0,1865.5,957.0,39.0,64.4,0.8,97.4,37.4,89.0,10.1,3.6,92.6,863.0,4.6,3.4,88.6,74.2,81.5,77.8,80.0,96.1,95.5,1675.0,867.0,1.9,847.0,11.0,690.0,146.0,85.4,990339.0,95.6,2.0,0.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,9.0,4.0,0.0,1.0,2.0,1.0,40.0,3.0,2.0,1.0,2.0,17.0,2.0,2.0,10.0,2.0,9.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,1.0,6.0,22.0,0.0
7.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,7.0,3876.0,17.9,18.4,13.4,12.1,13.0,0.8,0.6,0.8,54630.0,49525.0,33079.0,29789.0,119783.0,626.7,54.0,873.2,47.2,148371.0,56286.0,641442.0,181.0,93708.0,939988.0,626.7,10.6,36.5,873.2,40.1,38.1,7758.0,2.9,1.1,10.7,2.5,0.7,0.8,3.0,3.0,22.0,153.0,201.0,6722.0,38560.0,138814.0,1865.5,957.0,39.0,64.4,0.8,97.4,37.4,89.0,10.1,3.6,92.6,863.0,4.6,3.4,88.6,74.2,81.5,77.8,80.0,96.1,95.5,1675.0,867.0,1.9,847.0,11.0,690.0,146.0,85.4,990339.0,95.6,2.0,1.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,4.0,0.0,1.0,2.0,1.0,45.0,3.0,2.0,1.0,2.0,17.0,2.0,2.0,8.0,2.0,9.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,1.1544885177453028,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,6.0,23.0,0.0
7.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,7.0,3876.0,17.9,18.4,13.4,12.1,13.0,0.8,0.6,0.8,54630.0,49525.0,33079.0,29789.0,119783.0,626.7,54.0,873.2,47.2,148371.0,56286.0,641442.0,181.0,93708.0,939988.0,626.7,10.6,36.5,873.2,40.1,38.1,7758.0,2.9,1.1,10.7,2.5,0.7,0.8,3.0,3.0,22.0,153.0,201.0,6722.0,38560.0,138814.0,1865.5,957.0,39.0,64.4,0.8,97.4,37.4,89.0,10.1,3.6,92.6,863.0,4.6,3.4,88.6,74.2,81.5,77.8,80.0,96.1,95.5,1675.0,867.0,1.9,847.0,11.0,690.0,146.0,85.4,990339.0,95.6,2.0,0.0,11.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,4.0,0.0,1.0,2.0,1.0,39.0,3.0,2.0,3.0,2.0,17.0,5.0,2.0,6.0,2.0,6.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,2.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,7.0,22.0,0.0
7.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,7.0,3876.0,17.9,18.4,13.4,12.1,13.0,0.8,0.6,0.8,54630.0,49525.0,33079.0,29789.0,119783.0,626.7,54.0,873.2,47.2,148371.0,56286.0,641442.0,181.0,93708.0,939988.0,626.7,10.6,36.5,873.2,40.1,38.1,7758.0,2.9,1.1,10.7,2.5,0.7,0.8,3.0,3.0,22.0,153.0,201.0,6722.0,38560.0,138814.0,1865.5,957.0,39.0,64.4,0.8,97.4,37.4,89.0,10.1,3.6,92.6,863.0,4.6,3.4,88.6,74.2,81.5,77.8,80.0,96.1,95.5,1675.0,867.0,1.9,847.0,11.0,690.0,146.0,85.4,990339.0,95.6,2.0,1.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,4.0,0.0,1.0,2.0,1.0,57.0,3.0,2.0,4.0,1.0,14.0,8.0,2.0,9.0,2.0,7.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,2.0,2.0,4.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,1.0,6.0,22.0,0.0
18.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,7.0,1197.0,21.1,19.5,20.3,13.8,19.2,7.9,1.5,6.7,10338.0,9522.0,5103.0,4643.0,81568.0,516.5,55.5,653.7,49.4,151572.0,40624.0,79166.0,1925.0,12915.0,286202.0,516.5,23.2,32.6,653.7,60.3,41.8,3020.0,5.7,1.3,14.9,2.8,0.6,0.6,1.0,1.0,38.0,145.0,40.0,6715.0,41098.0,146779.0,2953.6,930.0,23.7,54.5,2.1,95.8,23.0,65.2,34.7,6.8,72.0,863.0,4.6,4.1,90.5,75.5,83.2,80.5,74.7,97.1,95.6,634.0,285.0,2.2,278.0,13.0,219.0,46.0,41.1,224736.0,89.0,2.0,0.0,6.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,4.0,0.0,1.0,0.0,1.0,55.0,3.0,2.0,9.0,2.0,6.0,7.0,1.0,33.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,4.0,3.0,4.0,4.0,3.0,2.0,1.0,7.0,21.0,0.0
18.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,7.0,1197.0,21.1,19.5,20.3,13.8,19.2,7.9,1.5,6.7,10338.0,9522.0,5103.0,4643.0,81568.0,516.5,55.5,653.7,49.4,151572.0,40624.0,79166.0,1925.0,12915.0,286202.0,516.5,23.2,32.6,653.7,60.3,41.8,3020.0,5.7,1.3,14.9,2.8,0.6,0.6,1.0,1.0,38.0,145.0,40.0,6715.0,41098.0,146779.0,2953.6,930.0,23.7,54.5,2.1,95.8,23.0,65.2,34.7,6.8,72.0,863.0,4.6,4.1,90.5,75.5,83.2,80.5,74.7,97.1,95.6,634.0,285.0,2.2,278.0,13.0,219.0,46.0,41.1,224736.0,89.0,2.0,0.0,7.0,1.0,2.0,2.0,1.0,1.0,2.0,0.0,4.0,0.0,1.0,0.0,1.0,52.0,3.0,2.0,9.0,2.0,6.0,7.0,1.0,25.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,2.0,2.0,1.0,7.0,21.0,0.0
12.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,8.0,1615.0,19.1,16.7,4.3,3.6,4.1,1.4,0.6,1.3,19365.0,17294.0,11526.0,10236.0,90226.0,638.2,47.3,1098.8,44.0,72606.0,42648.0,261716.0,853.0,39658.0,417481.0,638.2,16.6,40.1,1098.8,29.6,39.3,8355.0,2.8,2.3,9.0,4.4,0.6,0.7,0.0,0.0,32.0,165.0,361.0,4259.0,24031.0,134170.0,1294.9,1122.0,57.9,43.1,0.7,96.3,37.2,73.3,26.5,3.4,76.7,936.0,4.1,3.8,90.9,74.5,82.2,82.5,65.1,98.4,97.3,1480.0,392.0,3.8,386.0,4.0,311.0,71.0,60.5,357123.0,96.3,2.0,0.0,4.0,1.0,2.0,2.0,1.0,1.0,2.0,0.0,4.0,0.0,1.0,0.0,1.0,42.0,3.0,2.0,0.0,2.0,13.0,2.0,2.0,4.5,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,4.0,4.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,7.0,20.0,0.0
12.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,8.0,1615.0,19.1,16.7,4.3,3.6,4.1,1.4,0.6,1.3,19365.0,17294.0,11526.0,10236.0,90226.0,638.2,47.3,1098.8,44.0,72606.0,42648.0,261716.0,853.0,39658.0,417481.0,638.2,16.6,40.1,1098.8,29.6,39.3,8355.0,2.8,2.3,9.0,4.4,0.6,0.7,0.0,0.0,32.0,165.0,361.0,4259.0,24031.0,134170.0,1294.9,1122.0,57.9,43.1,0.7,96.3,37.2,73.3,26.5,3.4,76.7,936.0,4.1,3.8,90.9,74.5,82.2,82.5,65.1,98.4,97.3,1480.0,392.0,3.8,386.0,4.0,311.0,71.0,60.5,357123.0,96.3,2.0,0.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,0.0,1.0,0.0,1.0,36.0,3.0,2.0,0.0,1.0,14.0,5.0,2.0,3.0,2.0,6.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,4.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,19.0,0.0
12.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,8.0,1615.0,19.1,16.7,4.3,3.6,4.1,1.4,0.6,1.3,19365.0,17294.0,11526.0,10236.0,90226.0,638.2,47.3,1098.8,44.0,72606.0,42648.0,261716.0,853.0,39658.0,417481.0,638.2,16.6,40.1,1098.8,29.6,39.3,8355.0,2.8,2.3,9.0,4.4,0.6,0.7,0.0,0.0,32.0,165.0,361.0,4259.0,24031.0,134170.0,1294.9,1122.0,57.9,43.1,0.7,96.3,37.2,73.3,26.5,3.4,76.7,936.0,4.1,3.8,90.9,74.5,82.2,82.5,65.1,98.4,97.3,1480.0,392.0,3.8,386.0,4.0,311.0,71.0,60.5,357123.0,96.3,2.0,0.0,6.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,4.0,0.0,1.0,0.0,1.0,42.0,3.0,1.0,0.0,2.0,6.0,2.0,2.0,3.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,4.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,7.0,19.0,0.0
12.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,8.0,1615.0,19.1,16.7,4.3,3.6,4.1,1.4,0.6,1.3,19365.0,17294.0,11526.0,10236.0,90226.0,638.2,47.3,1098.8,44.0,72606.0,42648.0,261716.0,853.0,39658.0,417481.0,638.2,16.6,40.1,1098.8,29.6,39.3,8355.0,2.8,2.3,9.0,4.4,0.6,0.7,0.0,0.0,32.0,165.0,361.0,4259.0,24031.0,134170.0,1294.9,1122.0,57.9,43.1,0.7,96.3,37.2,73.3,26.5,3.4,76.7,936.0,4.1,3.8,90.9,74.5,82.2,82.5,65.1,98.4,97.3,1480.0,392.0,3.8,386.0,4.0,311.0,71.0,60.5,357123.0,96.3,2.0,0.0,7.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,4.0,0.0,1.0,0.0,1.0,45.0,3.0,2.0,3.0,1.0,14.0,2.0,1.0,1.0,2.0,3.0,0.0,2.0,1.0,2.0,2.0,2.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,4.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,5.0,19.0,0.0
12.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,8.0,1615.0,19.1,16.7,4.3,3.6,4.1,1.4,0.6,1.3,19365.0,17294.0,11526.0,10236.0,90226.0,638.2,47.3,1098.8,44.0,72606.0,42648.0,261716.0,853.0,39658.0,417481.0,638.2,16.6,40.1,1098.8,29.6,39.3,8355.0,2.8,2.3,9.0,4.4,0.6,0.7,0.0,0.0,32.0,165.0,361.0,4259.0,24031.0,134170.0,1294.9,1122.0,57.9,43.1,0.7,96.3,37.2,73.3,26.5,3.4,76.7,936.0,4.1,3.8,90.9,74.5,82.2,82.5,65.1,98.4,97.3,1480.0,392.0,3.8,386.0,4.0,311.0,71.0,60.5,357123.0,96.3,2.0,0.0,7.0,1.0,2.0,2.0,1.0,1.0,1.0,4.0,4.0,0.0,1.0,0.0,1.0,50.0,3.0,2.0,4.0,2.0,6.0,2.0,2.0,20.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,7.0,19.0,0.0
13.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,8.0,2822.0,18.3,18.2,12.0,14.0,12.5,0.6,0.8,0.6,34117.0,31070.0,20042.0,18153.0,103588.0,583.9,55.7,685.9,53.0,69604.0,35605.0,486125.0,1007.0,73360.0,665701.0,583.9,12.1,33.9,685.9,61.7,34.1,10245.0,3.6,1.2,11.4,2.4,0.7,0.7,3.0,3.0,20.0,131.0,355.0,6963.0,37767.0,148549.0,2176.3,966.0,47.8,55.0,1.4,97.3,49.7,76.1,24.3,2.8,78.9,867.0,4.7,3.6,88.2,74.6,81.5,78.0,76.2,96.1,95.1,1157.0,602.0,1.9,615.0,2.0,528.0,85.0,67.3,706036.0,94.4,2.0,0.0,14.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,4.0,0.0,2.0,2.0,1.0,52.0,3.0,2.0,1.0,1.0,17.0,0.0,2.0,30.0,1.0,5.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,7.0,24.0,0.0
13.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,8.0,2822.0,18.3,18.2,12.0,14.0,12.5,0.6,0.8,0.6,34117.0,31070.0,20042.0,18153.0,103588.0,583.9,55.7,685.9,53.0,69604.0,35605.0,486125.0,1007.0,73360.0,665701.0,583.9,12.1,33.9,685.9,61.7,34.1,10245.0,3.6,1.2,11.4,2.4,0.7,0.7,3.0,3.0,20.0,131.0,355.0,6963.0,37767.0,148549.0,2176.3,966.0,47.8,55.0,1.4,97.3,49.7,76.1,24.3,2.8,78.9,867.0,4.7,3.6,88.2,74.6,81.5,78.0,76.2,96.1,95.1,1157.0,602.0,1.9,615.0,2.0,528.0,85.0,67.3,706036.0,94.4,2.0,0.0,7.0,1.0,2.0,2.0,1.0,2.0,2.0,0.0,4.0,1.0,0.0,2.0,1.0,44.0,3.0,2.0,9.0,2.0,17.0,3.0,2.0,1.0,2.0,10.0,2.0,3.0,2.0,2.0,2.0,1.9274924471299093,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,6.0,23.0,0.0
7.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,8.0,3876.0,17.9,18.4,13.4,12.1,13.0,0.8,0.6,0.8,54630.0,49525.0,33079.0,29789.0,119783.0,626.7,54.0,873.2,47.2,148371.0,56286.0,641442.0,181.0,93708.0,939988.0,626.7,10.6,36.5,873.2,40.1,38.1,7758.0,2.9,1.1,10.7,2.5,0.7,0.8,3.0,3.0,22.0,153.0,201.0,6722.0,38560.0,138814.0,1865.5,957.0,39.0,64.4,0.8,97.4,37.4,89.0,10.1,3.6,92.6,863.0,4.6,3.4,88.6,74.2,81.5,77.8,80.0,96.1,95.5,1675.0,867.0,1.9,847.0,11.0,690.0,146.0,85.4,990339.0,95.6,2.0,0.0,13.0,1.0,2.0,1.0,1.0,1.0376237623762377,1.0,0.0,4.0,0.0,1.0,2.0,1.0,44.0,3.0,2.0,3.0,2.0,17.0,2.0,2.0,11.0,2.0,9.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,2.0,1.0,6.0,23.0,0.0
